datetime,hour,day_of_week,is_weekend,temperature_C,humidity_percent,previous_consumption_kWh,consumption_kWh
2025-01-17 13:00:00,13,4,0,22.2,71.23,2.361,2.622
2025-01-17 14:00:00,14,4,0,18.79,68.77,2.622,2.803
2025-01-17 15:00:00,15,4,0,19.78,63.7,2.803,2.089
2025-01-17 16:00:00,16,4,0,14.74,72.69,2.089,2.241
2025-01-17 17:00:00,17,4,0,15.73,66.74,2.241,2.167
2025-01-17 18:00:00,18,4,0,16.47,73.69,2.167,3.365
2025-01-17 19:00:00,19,4,0,16.7,69.49,3.365,3.175
2025-01-17 20:00:00,20,4,0,16.46,67.3,3.175,3.193
2025-01-17 21:00:00,21,4,0,18.86,68.15,3.193,2.342
2025-01-17 22:00:00,22,4,0,17.36,59.26,2.342,3.052
2025-01-17 23:00:00,23,4,0,19.95,59.4,3.052,2.842
2025-01-18 00:00:00,0,5,1,21.84,57.56,2.842,1.66
2025-01-18 01:00:00,1,5,1,23.72,62.73,1.66,2.212
2025-01-18 02:00:00,2,5,1,25.23,69.48,2.212,1.976
2025-01-18 03:00:00,3,5,1,23.51,73.35,1.976,1.66
2025-01-18 04:00:00,4,5,1,23.69,65.24,1.66,2.33
2025-01-18 05:00:00,5,5,1,28.41,60.78,2.33,3.259
2025-01-18 06:00:00,6,5,1,27.16,50.27,3.259,3.701
2025-01-18 07:00:00,7,5,1,25.37,57.99,3.701,3.291
2025-01-18 08:00:00,8,5,1,28.32,54.41,3.291,4.687
2025-01-18 09:00:00,9,5,1,25.37,57.6,4.687,3.606
2025-01-18 10:00:00,10,5,1,25.93,59.42,3.606,2.82
2025-01-18 11:00:00,11,5,1,23.05,60.2,2.82,2.407
2025-01-18 12:00:00,12,5,1,24.75,51.3,2.407,2.695
2025-01-18 13:00:00,13,5,1,23.0,66.34,2.695,2.581
2025-01-18 14:00:00,14,5,1,18.79,60.61,2.581,2.691
2025-01-18 15:00:00,15,5,1,19.58,66.53,2.691,2.644
2025-01-18 16:00:00,16,5,1,18.3,76.73,2.644,2.024
2025-01-18 17:00:00,17,5,1,18.88,61.3,2.024,2.641
2025-01-18 18:00:00,18,5,1,15.21,56.18,2.641,3.73
2025-01-18 19:00:00,19,5,1,17.86,65.28,3.73,3.896
2025-01-18 20:00:00,20,5,1,18.92,71.37,3.896,3.545
2025-01-18 21:00:00,21,5,1,15.49,78.4,3.545,3.6
2025-01-18 22:00:00,22,5,1,17.38,60.94,3.6,3.348
2025-01-18 23:00:00,23,5,1,17.31,69.64,3.348,3.497
2025-01-19 00:00:00,0,6,1,21.45,61.51,3.497,1.846
2025-01-19 01:00:00,1,6,1,24.23,61.09,1.846,1.754
2025-01-19 02:00:00,2,6,1,26.61,72.93,1.754,3.197
2025-01-19 03:00:00,3,6,1,25.5,53.08,3.197,2.508
2025-01-19 04:00:00,4,6,1,28.63,59.37,2.508,3.595
2025-01-19 05:00:00,5,6,1,24.61,63.65,3.595,1.821
2025-01-19 06:00:00,6,6,1,24.3,66.99,1.821,2.517
2025-01-19 07:00:00,7,6,1,26.6,60.21,2.517,3.834
2025-01-19 08:00:00,8,6,1,26.76,61.13,3.834,3.969
2025-01-19 09:00:00,9,6,1,25.34,58.77,3.969,3.391
2025-01-19 10:00:00,10,6,1,21.25,65.34,3.391,2.503
2025-01-19 11:00:00,11,6,1,23.02,60.87,2.503,2.937
2025-01-19 12:00:00,12,6,1,19.9,68.19,2.937,2.759
2025-01-19 13:00:00,13,6,1,21.57,61.9,2.759,2.315
2025-01-19 14:00:00,14,6,1,19.91,66.96,2.315,2.557
2025-01-19 15:00:00,15,6,1,16.91,67.33,2.557,2.338
2025-01-19 16:00:00,16,6,1,16.75,73.23,2.338,2.371
2025-01-19 17:00:00,17,6,1,15.44,68.39,2.371,2.272
2025-01-19 18:00:00,18,6,1,16.76,58.73,2.272,3.547
2025-01-19 19:00:00,19,6,1,18.46,72.54,3.547,3.236
2025-01-19 20:00:00,20,6,1,16.05,63.63,3.236,3.402
2025-01-19 21:00:00,21,6,1,19.08,62.47,3.402,3.185
2025-01-19 22:00:00,22,6,1,18.56,63.17,3.185,2.499
2025-01-19 23:00:00,23,6,1,19.37,72.37,2.499,3.674
2025-01-20 00:00:00,0,0,0,21.89,52.81,3.674,1.638
2025-01-20 01:00:00,1,0,0,21.79,79.26,1.638,1.256
2025-01-20 02:00:00,2,0,0,23.72,67.3,1.256,1.37
2025-01-20 03:00:00,3,0,0,23.79,63.09,1.37,1.117
2025-01-20 04:00:00,4,0,0,29.33,57.26,1.117,3.77
2025-01-20 05:00:00,5,0,0,26.93,60.88,3.77,3.076
2025-01-20 06:00:00,6,0,0,26.0,62.81,3.076,3.123
2025-01-20 07:00:00,7,0,0,27.2,62.47,3.123,3.876
2025-01-20 08:00:00,8,0,0,26.21,62.81,3.876,3.434
2025-01-20 09:00:00,9,0,0,25.25,61.24,3.434,2.83
2025-01-20 10:00:00,10,0,0,25.47,59.64,2.83,2.53
2025-01-20 11:00:00,11,0,0,24.48,60.66,2.53,2.391
2025-01-20 12:00:00,12,0,0,21.25,63.02,2.391,2.121
2025-01-20 13:00:00,13,0,0,19.89,70.75,2.121,2.195
2025-01-20 14:00:00,14,0,0,19.14,68.66,2.195,2.212
2025-01-20 15:00:00,15,0,0,15.06,54.25,2.212,2.169
2025-01-20 16:00:00,16,0,0,15.45,71.92,2.169,2.131
2025-01-20 17:00:00,17,0,0,19.27,66.56,2.131,1.76
2025-01-20 18:00:00,18,0,0,19.52,65.29,1.76,3.137
2025-01-20 19:00:00,19,0,0,16.85,65.58,3.137,2.879
2025-01-20 20:00:00,20,0,0,18.58,71.75,2.879,3.328
2025-01-20 21:00:00,21,0,0,18.98,70.55,3.328,2.449
2025-01-20 22:00:00,22,0,0,24.17,57.8,2.449,3.229
2025-01-20 23:00:00,23,0,0,22.44,65.09,3.229,3.157
2025-01-21 00:00:00,0,1,0,22.05,58.5,3.157,1.29
2025-01-21 01:00:00,1,1,0,22.1,56.42,1.29,0.699
2025-01-21 02:00:00,2,1,0,22.33,60.0,0.699,1.275
2025-01-21 03:00:00,3,1,0,26.08,64.44,1.275,2.124
2025-01-21 04:00:00,4,1,0,25.44,65.41,2.124,1.733
2025-01-21 05:00:00,5,1,0,24.94,63.61,1.733,1.775
2025-01-21 06:00:00,6,1,0,26.27,63.61,1.775,3.562
2025-01-21 07:00:00,7,1,0,25.45,63.22,3.562,3.174
2025-01-21 08:00:00,8,1,0,29.1,54.51,3.174,4.172
2025-01-21 09:00:00,9,1,0,27.1,61.48,4.172,3.411
2025-01-21 10:00:00,10,1,0,24.73,65.22,3.411,2.293
2025-01-21 11:00:00,11,1,0,25.76,64.16,2.293,2.752
2025-01-21 12:00:00,12,1,0,22.36,69.06,2.752,2.359
2025-01-21 13:00:00,13,1,0,19.66,68.82,2.359,2.116
2025-01-21 14:00:00,14,1,0,22.03,65.13,2.116,2.363
2025-01-21 15:00:00,15,1,0,19.52,70.74,2.363,2.673
2025-01-21 16:00:00,16,1,0,16.36,67.78,2.673,2.322
2025-01-21 17:00:00,17,1,0,17.13,62.89,2.322,2.013
2025-01-21 18:00:00,18,1,0,15.93,67.44,2.013,3.271
2025-01-21 19:00:00,19,1,0,15.34,65.0,3.271,3.111
2025-01-21 20:00:00,20,1,0,19.3,62.18,3.111,3.379
2025-01-21 21:00:00,21,1,0,21.57,63.02,3.379,2.818
2025-01-21 22:00:00,22,1,0,17.65,62.92,2.818,2.893
2025-01-21 23:00:00,23,1,0,21.79,62.02,2.893,2.823
2025-01-22 00:00:00,0,2,0,21.46,54.36,2.823,1.24
2025-01-22 01:00:00,1,2,0,23.0,63.67,1.24,1.007
2025-01-22 02:00:00,2,2,0,24.05,61.77,1.007,1.463
2025-01-22 03:00:00,3,2,0,24.68,57.17,1.463,1.632
2025-01-22 04:00:00,4,2,0,26.84,62.82,1.632,2.601
2025-01-22 05:00:00,5,2,0,26.02,64.87,2.601,2.149
2025-01-22 06:00:00,6,2,0,27.84,50.69,2.149,4.034
2025-01-22 07:00:00,7,2,0,27.19,55.43,4.034,3.398
2025-01-22 08:00:00,8,2,0,26.41,56.03,3.398,3.887
2025-01-22 09:00:00,9,2,0,24.61,56.61,3.887,2.502
2025-01-22 10:00:00,10,2,0,24.07,65.89,2.502,2.252
2025-01-22 11:00:00,11,2,0,24.86,60.14,2.252,2.611
2025-01-22 12:00:00,12,2,0,23.19,61.13,2.611,2.036
2025-01-22 13:00:00,13,2,0,19.68,55.24,2.036,2.356
2025-01-22 14:00:00,14,2,0,20.09,68.11,2.356,2.555
2025-01-22 15:00:00,15,2,0,20.03,58.78,2.555,1.636
2025-01-22 16:00:00,16,2,0,15.6,68.82,1.636,2.244
2025-01-22 17:00:00,17,2,0,18.42,67.65,2.244,1.402
2025-01-22 18:00:00,18,2,0,16.44,74.65,1.402,3.075
2025-01-22 19:00:00,19,2,0,18.46,59.69,3.075,3.607
2025-01-22 20:00:00,20,2,0,16.96,52.33,3.607,2.938
2025-01-22 21:00:00,21,2,0,16.19,68.96,2.938,2.682
2025-01-22 22:00:00,22,2,0,17.5,76.01,2.682,2.832
2025-01-22 23:00:00,23,2,0,21.21,70.22,2.832,3.327
2025-01-23 00:00:00,0,3,0,23.02,63.63,3.327,0.907
2025-01-23 01:00:00,1,3,0,22.57,60.49,0.907,1.087
2025-01-23 02:00:00,2,3,0,26.09,64.17,1.087,2.47
2025-01-23 03:00:00,3,3,0,23.67,57.2,2.47,1.875
2025-01-23 04:00:00,4,3,0,26.86,61.89,1.875,2.457
2025-01-23 05:00:00,5,3,0,25.64,63.01,2.457,1.84
2025-01-23 06:00:00,6,3,0,26.65,64.98,1.84,3.835
2025-01-23 07:00:00,7,3,0,27.53,72.78,3.835,4.134
2025-01-23 08:00:00,8,3,0,25.67,62.43,4.134,3.37
2025-01-23 09:00:00,9,3,0,25.59,57.99,3.37,3.077
2025-01-23 10:00:00,10,3,0,26.64,59.56,3.077,3.029
2025-01-23 11:00:00,11,3,0,23.06,53.71,3.029,2.15
2025-01-23 12:00:00,12,3,0,23.88,58.42,2.15,2.317
2025-01-23 13:00:00,13,3,0,19.64,63.24,2.317,2.613
2025-01-23 14:00:00,14,3,0,20.92,61.64,2.613,2.455
2025-01-23 15:00:00,15,3,0,21.25,64.76,2.455,1.92
2025-01-23 16:00:00,16,3,0,14.59,65.22,1.92,2.462
2025-01-23 17:00:00,17,3,0,16.6,73.32,2.462,2.103
2025-01-23 18:00:00,18,3,0,18.49,66.21,2.103,3.488
2025-01-23 19:00:00,19,3,0,17.49,66.96,3.488,3.567
2025-01-23 20:00:00,20,3,0,18.85,64.28,3.567,2.806
2025-01-23 21:00:00,21,3,0,18.19,67.23,2.806,2.966
2025-01-23 22:00:00,22,3,0,20.26,68.92,2.966,2.749
2025-01-23 23:00:00,23,3,0,21.1,59.78,2.749,2.418
2025-01-24 00:00:00,0,4,0,24.57,58.05,2.418,1.651
2025-01-24 01:00:00,1,4,0,24.49,59.89,1.651,2.151
2025-01-24 02:00:00,2,4,0,25.82,53.61,2.151,1.544
2025-01-24 03:00:00,3,4,0,25.74,56.32,1.544,2.01
2025-01-24 04:00:00,4,4,0,26.42,57.49,2.01,2.488
2025-01-24 05:00:00,5,4,0,27.0,63.77,2.488,2.655
2025-01-24 06:00:00,6,4,0,28.41,59.59,2.655,3.899
2025-01-24 07:00:00,7,4,0,27.02,60.36,3.899,3.231
2025-01-24 08:00:00,8,4,0,27.58,63.19,3.231,3.929
2025-01-24 09:00:00,9,4,0,29.47,56.74,3.929,4.449
2025-01-24 10:00:00,10,4,0,26.62,61.65,4.449,2.489
2025-01-24 11:00:00,11,4,0,23.62,61.59,2.489,2.488
2025-01-24 12:00:00,12,4,0,24.62,62.63,2.488,2.691
2025-01-24 13:00:00,13,4,0,20.91,61.36,2.691,2.263
2025-01-24 14:00:00,14,4,0,17.26,55.0,2.263,2.292
2025-01-24 15:00:00,15,4,0,17.77,66.11,2.292,2.458
2025-01-24 16:00:00,16,4,0,15.68,75.57,2.458,2.174
2025-01-24 17:00:00,17,4,0,17.46,71.66,2.174,2.251
2025-01-24 18:00:00,18,4,0,17.85,71.55,2.251,3.242
2025-01-24 19:00:00,19,4,0,20.5,70.78,3.242,3.528
2025-01-24 20:00:00,20,4,0,18.98,66.26,3.528,3.164
2025-01-24 21:00:00,21,4,0,18.95,66.82,3.164,3.024
2025-01-24 22:00:00,22,4,0,21.56,60.66,3.024,2.564
2025-01-24 23:00:00,23,4,0,18.21,64.85,2.564,2.882
2025-01-25 00:00:00,0,5,1,23.36,65.39,2.882,1.507
2025-01-25 01:00:00,1,5,1,25.46,66.65,1.507,2.05
2025-01-25 02:00:00,2,5,1,23.29,61.67,2.05,1.511
2025-01-25 03:00:00,3,5,1,28.26,56.14,1.511,2.984
2025-01-25 04:00:00,4,5,1,27.84,58.73,2.984,3.708
2025-01-25 05:00:00,5,5,1,27.21,62.24,3.708,3.382
2025-01-25 06:00:00,6,5,1,28.96,50.62,3.382,4.948
2025-01-25 07:00:00,7,5,1,31.24,44.53,4.948,5.079
2025-01-25 08:00:00,8,5,1,27.61,56.16,5.079,4.248
2025-01-25 09:00:00,9,5,1,26.91,53.37,4.248,3.772
2025-01-25 10:00:00,10,5,1,24.82,58.61,3.772,2.58
2025-01-25 11:00:00,11,5,1,23.03,61.84,2.58,2.31
2025-01-25 12:00:00,12,5,1,24.25,59.33,2.31,2.983
2025-01-25 13:00:00,13,5,1,20.43,71.92,2.983,2.501
2025-01-25 14:00:00,14,5,1,20.61,66.14,2.501,2.852
2025-01-25 15:00:00,15,5,1,18.75,67.5,2.852,2.691
2025-01-25 16:00:00,16,5,1,19.39,68.6,2.691,3.044
2025-01-25 17:00:00,17,5,1,18.68,60.36,3.044,2.005
2025-01-25 18:00:00,18,5,1,19.56,70.55,2.005,3.981
2025-01-25 19:00:00,19,5,1,17.41,66.69,3.981,3.837
2025-01-25 20:00:00,20,5,1,18.27,69.74,3.837,3.19
2025-01-25 21:00:00,21,5,1,18.0,61.24,3.19,3.577
2025-01-25 22:00:00,22,5,1,19.84,57.36,3.577,3.316
2025-01-25 23:00:00,23,5,1,22.28,67.27,3.316,3.103
2025-01-26 00:00:00,0,6,1,24.33,63.42,3.103,1.624
2025-01-26 01:00:00,1,6,1,23.1,58.01,1.624,1.52
2025-01-26 02:00:00,2,6,1,27.0,55.05,1.52,3.277
2025-01-26 03:00:00,3,6,1,28.76,63.62,3.277,3.427
2025-01-26 04:00:00,4,6,1,28.14,52.54,3.427,3.478
2025-01-26 05:00:00,5,6,1,30.84,64.54,3.478,4.121
2025-01-26 06:00:00,6,6,1,27.03,54.87,4.121,3.6
2025-01-26 07:00:00,7,6,1,26.16,63.27,3.6,3.875
2025-01-26 08:00:00,8,6,1,24.86,59.47,3.875,2.928
2025-01-26 09:00:00,9,6,1,28.97,60.84,2.928,4.712
2025-01-26 10:00:00,10,6,1,26.67,56.94,4.712,3.413
2025-01-26 11:00:00,11,6,1,24.4,60.66,3.413,2.709
2025-01-26 12:00:00,12,6,1,23.61,62.31,2.709,2.54
2025-01-26 13:00:00,13,6,1,20.21,59.82,2.54,2.699
2025-01-26 14:00:00,14,6,1,24.36,65.21,2.699,2.885
2025-01-26 15:00:00,15,6,1,19.85,62.55,2.885,2.723
2025-01-26 16:00:00,16,6,1,19.03,64.64,2.723,2.222
2025-01-26 17:00:00,17,6,1,19.45,60.47,2.222,2.304
2025-01-26 18:00:00,18,6,1,18.91,53.06,2.304,3.965
2025-01-26 19:00:00,19,6,1,18.7,65.09,3.965,3.774
2025-01-26 20:00:00,20,6,1,17.68,78.92,3.774,3.09
2025-01-26 21:00:00,21,6,1,20.36,68.63,3.09,3.413
2025-01-26 22:00:00,22,6,1,23.52,62.09,3.413,2.737
2025-01-26 23:00:00,23,6,1,23.92,60.55,2.737,3.172
2025-01-27 00:00:00,0,0,0,25.77,60.5,3.172,2.459
2025-01-27 01:00:00,1,0,0,23.91,64.61,2.459,1.113
2025-01-27 02:00:00,2,0,0,24.39,55.58,1.113,1.295
2025-01-27 03:00:00,3,0,0,26.73,65.19,1.295,2.555
2025-01-27 04:00:00,4,0,0,27.79,62.34,2.555,2.423
2025-01-27 05:00:00,5,0,0,29.85,60.71,2.423,3.464
2025-01-27 06:00:00,6,0,0,25.84,62.52,3.464,3.177
2025-01-27 07:00:00,7,0,0,30.5,56.7,3.177,4.617
2025-01-27 08:00:00,8,0,0,27.47,62.39,4.617,3.773
2025-01-27 09:00:00,9,0,0,26.27,62.94,3.773,3.707
2025-01-27 10:00:00,10,0,0,24.36,59.74,3.707,2.35
2025-01-27 11:00:00,11,0,0,22.19,60.38,2.35,2.256
2025-01-27 12:00:00,12,0,0,24.61,61.82,2.256,2.365
2025-01-27 13:00:00,13,0,0,22.19,70.99,2.365,2.343
2025-01-27 14:00:00,14,0,0,18.94,59.65,2.343,2.204
2025-01-27 15:00:00,15,0,0,17.9,59.34,2.204,2.304
2025-01-27 16:00:00,16,0,0,18.54,66.99,2.304,1.994
2025-01-27 17:00:00,17,0,0,21.05,64.41,1.994,1.979
2025-01-27 18:00:00,18,0,0,17.99,67.48,1.979,3.069
2025-01-27 19:00:00,19,0,0,16.29,69.18,3.069,3.191
2025-01-27 20:00:00,20,0,0,18.68,64.94,3.191,2.881
2025-01-27 21:00:00,21,0,0,19.43,72.9,2.881,2.696
2025-01-27 22:00:00,22,0,0,16.83,59.53,2.696,2.946
2025-01-27 23:00:00,23,0,0,22.0,59.25,2.946,2.863
2025-01-28 00:00:00,0,1,0,23.22,61.91,2.863,1.561
2025-01-28 01:00:00,1,1,0,25.9,52.06,1.561,1.908
2025-01-28 02:00:00,2,1,0,28.84,57.05,1.908,3.16
2025-01-28 03:00:00,3,1,0,28.79,66.28,3.16,3.224
2025-01-28 04:00:00,4,1,0,27.49,59.11,3.224,2.814
2025-01-28 05:00:00,5,1,0,26.73,60.77,2.814,2.325
2025-01-28 06:00:00,6,1,0,32.42,48.76,2.325,5.369
2025-01-28 07:00:00,7,1,0,28.48,55.13,5.369,4.159
2025-01-28 08:00:00,8,1,0,27.91,56.79,4.159,3.988
2025-01-28 09:00:00,9,1,0,27.06,57.76,3.988,3.275
2025-01-28 10:00:00,10,1,0,26.36,66.32,3.275,2.984
2025-01-28 11:00:00,11,1,0,24.64,64.08,2.984,2.967
2025-01-28 12:00:00,12,1,0,22.7,57.28,2.967,2.145
2025-01-28 13:00:00,13,1,0,21.45,65.07,2.145,2.068
2025-01-28 14:00:00,14,1,0,21.01,66.68,2.068,2.328
2025-01-28 15:00:00,15,1,0,19.21,71.33,2.328,2.268
2025-01-28 16:00:00,16,1,0,18.16,74.37,2.268,2.416
2025-01-28 17:00:00,17,1,0,18.89,60.81,2.416,1.711
2025-01-28 18:00:00,18,1,0,18.18,62.4,1.711,3.499
2025-01-28 19:00:00,19,1,0,20.99,57.92,3.499,3.348
2025-01-28 20:00:00,20,1,0,15.26,67.63,3.348,3.048
2025-01-28 21:00:00,21,1,0,21.66,66.0,3.048,3.06
2025-01-28 22:00:00,22,1,0,22.93,67.59,3.06,3.139
2025-01-28 23:00:00,23,1,0,19.16,65.29,3.139,3.028
2025-01-29 00:00:00,0,2,0,23.23,60.82,3.028,1.08
2025-01-29 01:00:00,1,2,0,24.48,62.17,1.08,1.724
2025-01-29 02:00:00,2,2,0,24.13,57.52,1.724,1.396
2025-01-29 03:00:00,3,2,0,26.11,70.56,1.396,2.168
2025-01-29 04:00:00,4,2,0,26.41,51.83,2.168,2.343
2025-01-29 05:00:00,5,2,0,31.2,56.96,2.343,4.058
2025-01-29 06:00:00,6,2,0,30.15,67.0,4.058,4.833
2025-01-29 07:00:00,7,2,0,30.48,56.65,4.833,4.748
2025-01-29 08:00:00,8,2,0,29.16,56.72,4.748,4.142
2025-01-29 09:00:00,9,2,0,25.59,58.74,4.142,3.182
2025-01-29 10:00:00,10,2,0,25.46,59.73,3.182,2.673
2025-01-29 11:00:00,11,2,0,25.77,67.25,2.673,3.118
2025-01-29 12:00:00,12,2,0,21.91,52.41,3.118,2.385
2025-01-29 13:00:00,13,2,0,23.52,69.85,2.385,2.037
2025-01-29 14:00:00,14,2,0,20.88,57.17,2.037,2.856
2025-01-29 15:00:00,15,2,0,19.65,63.95,2.856,2.256
2025-01-29 16:00:00,16,2,0,20.48,62.47,2.256,2.437
2025-01-29 17:00:00,17,2,0,19.58,68.28,2.437,1.987
2025-01-29 18:00:00,18,2,0,18.2,58.45,1.987,3.45
2025-01-29 19:00:00,19,2,0,20.65,66.79,3.45,3.41
2025-01-29 20:00:00,20,2,0,17.79,76.89,3.41,3.388
2025-01-29 21:00:00,21,2,0,21.13,57.28,3.388,3.239
2025-01-29 22:00:00,22,2,0,22.13,64.24,3.239,3.1
2025-01-29 23:00:00,23,2,0,21.99,60.1,3.1,2.732
2025-01-30 00:00:00,0,3,0,24.41,63.6,2.732,1.367
2025-01-30 01:00:00,1,3,0,23.34,62.42,1.367,1.433
2025-01-30 02:00:00,2,3,0,27.81,55.54,1.433,2.933
2025-01-30 03:00:00,3,3,0,27.18,61.69,2.933,2.469
2025-01-30 04:00:00,4,3,0,27.47,68.04,2.469,2.963
2025-01-30 05:00:00,5,3,0,30.33,55.78,2.963,4.153
2025-01-30 06:00:00,6,3,0,27.87,62.3,4.153,3.509
2025-01-30 07:00:00,7,3,0,26.64,53.22,3.509,3.216
2025-01-30 08:00:00,8,3,0,25.92,55.48,3.216,3.254
2025-01-30 09:00:00,9,3,0,28.37,60.67,3.254,4.331
2025-01-30 10:00:00,10,3,0,24.5,68.82,4.331,2.164
2025-01-30 11:00:00,11,3,0,27.85,60.5,2.164,3.876
2025-01-30 12:00:00,12,3,0,20.8,62.79,3.876,2.341
2025-01-30 13:00:00,13,3,0,25.18,60.86,2.341,2.671
2025-01-30 14:00:00,14,3,0,21.74,57.35,2.671,1.876
2025-01-30 15:00:00,15,3,0,20.24,67.83,1.876,1.861
2025-01-30 16:00:00,16,3,0,18.78,70.39,1.861,2.188
2025-01-30 17:00:00,17,3,0,19.69,62.98,2.188,1.492
2025-01-30 18:00:00,18,3,0,18.87,63.55,1.492,3.57
2025-01-30 19:00:00,19,3,0,20.75,65.73,3.57,3.16
2025-01-30 20:00:00,20,3,0,19.77,63.0,3.16,3.894
2025-01-30 21:00:00,21,3,0,20.62,64.18,3.894,3.552
2025-01-30 22:00:00,22,3,0,20.88,74.79,3.552,2.836
2025-01-30 23:00:00,23,3,0,22.55,61.73,2.836,2.784
2025-01-31 00:00:00,0,4,0,24.57,59.56,2.784,1.812
2025-01-31 01:00:00,1,4,0,22.83,59.5,1.812,1.776
2025-01-31 02:00:00,2,4,0,24.58,65.06,1.776,1.159
2025-01-31 03:00:00,3,4,0,28.75,57.09,1.159,2.628
2025-01-31 04:00:00,4,4,0,28.69,54.8,2.628,2.968
2025-01-31 05:00:00,5,4,0,28.66,64.68,2.968,3.351
2025-01-31 06:00:00,6,4,0,29.13,64.79,3.351,4.304
2025-01-31 07:00:00,7,4,0,29.46,54.43,4.304,4.677
2025-01-31 08:00:00,8,4,0,27.62,49.57,4.677,3.585
2025-01-31 09:00:00,9,4,0,26.47,64.86,3.585,3.011
2025-01-31 10:00:00,10,4,0,26.9,56.06,3.011,3.347
2025-01-31 11:00:00,11,4,0,23.93,65.81,3.347,1.983
2025-01-31 12:00:00,12,4,0,24.72,51.38,1.983,1.981
2025-01-31 13:00:00,13,4,0,20.26,69.26,1.981,2.286
2025-01-31 14:00:00,14,4,0,23.15,56.43,2.286,2.433
2025-01-31 15:00:00,15,4,0,21.28,67.63,2.433,2.159
2025-01-31 16:00:00,16,4,0,20.16,64.94,2.159,2.004
2025-01-31 17:00:00,17,4,0,20.75,59.63,2.004,1.985
2025-01-31 18:00:00,18,4,0,21.6,61.68,1.985,3.224
2025-01-31 19:00:00,19,4,0,20.8,67.79,3.224,2.863
2025-01-31 20:00:00,20,4,0,17.01,67.92,2.863,2.905
2025-01-31 21:00:00,21,4,0,18.65,69.0,2.905,3.105
2025-01-31 22:00:00,22,4,0,20.67,74.35,3.105,2.962
2025-01-31 23:00:00,23,4,0,22.85,54.9,2.962,2.852
2025-02-01 00:00:00,0,5,1,25.06,69.04,2.852,1.837
2025-02-01 01:00:00,1,5,1,24.49,61.93,1.837,1.825
2025-02-01 02:00:00,2,5,1,27.06,54.86,1.825,2.242
2025-02-01 03:00:00,3,5,1,26.68,53.0,2.242,2.744
2025-02-01 04:00:00,4,5,1,27.69,57.9,2.744,3.482
2025-02-01 05:00:00,5,5,1,27.0,64.01,3.482,2.607
2025-02-01 06:00:00,6,5,1,27.9,58.05,2.607,3.951
2025-02-01 07:00:00,7,5,1,27.08,66.89,3.951,4.011
2025-02-01 08:00:00,8,5,1,27.15,52.03,4.011,4.381
2025-02-01 09:00:00,9,5,1,29.4,57.42,4.381,4.852
2025-02-01 10:00:00,10,5,1,25.36,54.45,4.852,2.77
2025-02-01 11:00:00,11,5,1,29.52,59.2,2.77,3.981
2025-02-01 12:00:00,12,5,1,25.02,65.42,3.981,2.968
2025-02-01 13:00:00,13,5,1,23.26,60.28,2.968,3.111
2025-02-01 14:00:00,14,5,1,20.49,51.58,3.111,2.654
2025-02-01 15:00:00,15,5,1,21.8,64.56,2.654,2.534
2025-02-01 16:00:00,16,5,1,19.09,67.91,2.534,2.549
2025-02-01 17:00:00,17,5,1,19.63,67.31,2.549,2.372
2025-02-01 18:00:00,18,5,1,23.12,68.68,2.372,3.463
2025-02-01 19:00:00,19,5,1,19.31,60.2,3.463,3.756
2025-02-01 20:00:00,20,5,1,21.67,67.06,3.756,3.49
2025-02-01 21:00:00,21,5,1,19.69,71.21,3.49,3.329
2025-02-01 22:00:00,22,5,1,21.73,54.72,3.329,2.988
2025-02-01 23:00:00,23,5,1,25.64,62.08,2.988,4.061
2025-02-02 00:00:00,0,6,1,23.52,59.67,4.061,1.882
2025-02-02 01:00:00,1,6,1,28.47,57.82,1.882,3.126
2025-02-02 02:00:00,2,6,1,28.02,60.32,3.126,3.372
2025-02-02 03:00:00,3,6,1,27.15,56.85,3.372,2.738
2025-02-02 04:00:00,4,6,1,29.73,53.83,2.738,3.643
2025-02-02 05:00:00,5,6,1,30.74,56.58,3.643,4.096
2025-02-02 06:00:00,6,6,1,30.39,51.25,4.096,4.527
2025-02-02 07:00:00,7,6,1,26.93,54.03,4.527,3.994
2025-02-02 08:00:00,8,6,1,27.7,62.24,3.994,3.802
2025-02-02 09:00:00,9,6,1,27.62,53.16,3.802,4.035
2025-02-02 10:00:00,10,6,1,26.84,62.86,4.035,2.945
2025-02-02 11:00:00,11,6,1,26.68,61.97,2.945,3.457
2025-02-02 12:00:00,12,6,1,24.72,52.59,3.457,2.8
2025-02-02 13:00:00,13,6,1,21.16,60.69,2.8,2.518
2025-02-02 14:00:00,14,6,1,22.53,68.95,2.518,2.324
2025-02-02 15:00:00,15,6,1,21.84,58.63,2.324,2.247
2025-02-02 16:00:00,16,6,1,20.97,61.91,2.247,2.584
2025-02-02 17:00:00,17,6,1,21.25,66.31,2.584,2.237
2025-02-02 18:00:00,18,6,1,20.71,68.35,2.237,3.746
2025-02-02 19:00:00,19,6,1,20.32,63.49,3.746,3.329
2025-02-02 20:00:00,20,6,1,20.02,62.0,3.329,3.479
2025-02-02 21:00:00,21,6,1,18.43,73.37,3.479,3.651
2025-02-02 22:00:00,22,6,1,22.6,71.61,3.651,3.378
2025-02-02 23:00:00,23,6,1,23.47,67.12,3.378,3.057
2025-02-03 00:00:00,0,0,0,25.04,61.4,3.057,1.792
2025-02-03 01:00:00,1,0,0,24.01,57.75,1.792,1.293
2025-02-03 02:00:00,2,0,0,25.51,56.44,1.293,1.895
